,1-2年以内其它应收款(元),1-2年以内应收帐款(元),1-2年以内预付货款(元),1年以内其它应收款(元),1年以内应收帐款(元),1年以内预付货款(元),2-3年以内其它应收款(元),2-3年以内应收帐款(元),2-3年以内预付货款(元),3年以内其它应收款(元),3年以内应收帐款(元),3年以内预付货款(元),date,id,name,三项费用比重,主营业务利润(元),主营业务利润率(%),主营业务成本率(%),主营业务收入增长率(%),主营利润比重,产权比率(%),净利润增长率(%),净资产增长率(%),净资产报酬率(%),净资产收益率(%),利息支付倍数,加权净资产收益率(%),加权每股收益(元),固定资产净值率(%),固定资产周转率(次),固定资产比重(%),存货周转天数(天),存货周转率(次),应收账款周转天数(天),应收账款周转率(次),总资产(元),总资产净利润率(%),总资产利润率(%),总资产周转天数(天),总资产周转率(次),总资产增长率(%),成本费用利润率(%),扣除非经常性损益后的净利润(元),扣除非经常性损益后的每股收益(元),投资收益率(%),摊薄每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股收益_调整后(元),每股未分配利润(元),每股经营性现金流(元),每股资本公积金(元),流动比率,流动资产周转天数(天),流动资产周转率(次),清算价值比率(%),现金比率(%),现金流量比率(%),短期债券投资(元),短期其它经营性投资(元),短期股票投资(元),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),经营现金净流量对销售收入比率(%),股东权益与固定资产比率(%),股东权益周转率(次),股东权益比率(%),股息发放率(%),股本报酬率(%),营业利润率(%),调整后的每股净资产(元),负债与所有者权益比率(%),资产报酬率(%),资产的经营现金流量回报率(%),资产负债率(%),资本化比率(%),资本固定化比率(%),速动比率,销售净利率(%),销售毛利率(%),长期债券投资(元),长期债务与营运资金比率(%),长期其它经营性投资(元),长期股票投资(元),长期负债比率(%),长期资产与长期资金比率(%),非主营比重
36,--,--,--,--,--,--,--,--,--,--,--,--,2008-6-30,600000,浦发银行,--,-1241318031.33,--,--,--,-14.7858,0,149.6204,32.5368,26.0946,18.42,--,20.4,1.126,67.0801,0,0.5398,--,--,--,0,1002610522382.3,0.6649,0.6358,--,0,30.2339,119.9819,6377551000,1.127,--,1.126,6.1129,6.113,1.126,1.2367,3.857,1.7544,--,--,--,--,--,--,--,--,--,3.4254,0.0226,--,639.4938,0,3.4517,0.006,159.5128,--,--,2797.1262,0.9007,0.0218,96.5483,0,2897.1262,--,--,50.3421,92781326639.88,--,0,907104601.45,0,2897.1262,0.7457
37,--,--,--,--,--,--,--,--,--,--,--,--,2008-9-30,600000,浦发银行,--,-1934498568.17,--,--,--,-14.9434,0,150.9229,38.9995,25.8391,25.84,--,0,1.74,--,--,--,--,--,--,0,1115455526082.3,0.9696,0.8825,--,0,32.0979,117.9267,0,1.74,--,1.7388,6.7293,6.73,1.74,1.8495,10.9402,1.7581,--,--,--,--,--,--,--,--,--,6.2918,0.0575,--,--,0,3.4154,0.0039,173.8803,--,--,2827.9212,0.8825,0.0555,96.5846,0,2927.9212,--,--,50.4129,102453756023.71,--,0,925223201.45,0,2927.9212,0.6241
38,--,--,--,--,--,--,--,--,--,--,--,--,2009-12-31,600000,浦发银行,--,-2825810821.25,--,--,--,-16.3379,0,5.5874,63.2722,24.2512,19.45,--,25.86,1.62,68.213,--,0.436,--,--,--,--,1622717960429.4,0.9014,0.8144,--,--,23.926,107.5671,13125995000,1.61,35.9406,1.4966,7.7109,7.696,1.62,1.9497,11.7193,2.754,--,--,--,--,--,--,--,--,--,7.8306,0.0666,--,962.3746,--,4.1959,0.0014,186.9983,--,--,2283.2851,1.0176,0.0638,95.8041,0,2383.2851,--,--,46.65,136745989474.67,--,0,1370872075.31,0,2383.2851,3.0687
39,--,--,--,--,--,--,--,--,--,--,--,--,2009-3-31,600000,浦发银行,--,-626979073.21,--,--,--,-16.2038,0,5.2937,43.2995,13.0826,6.58,--,0,0.523,67.8821,0,0.4128,--,--,--,0,1500141264681.7,0.2107,0.1973,--,0,57.9043,148.3183,0,0.522,5.0615,0.5229,7.9528,7.95,0.523,2.6233,5.9181,1.9826,--,--,--,--,--,--,--,--,--,11.3172,0.023,--,727.1042,0,3.0013,0.004,104.0428,--,--,3231.9204,0.3926,0.0223,96.9987,0,3331.9204,--,--,48.896,107273068147.72,--,0,1315688377.96,0,3331.9204,1.6114
40,--,--,--,--,--,--,--,--,--,--,--,--,2009-6-30,600000,浦发银行,--,-1392995974.22,--,--,--,-15.5052,0,6.378,35.3946,21.0693,14.49,--,15.1,0.856,66.8704,--,0.3852,--,--,--,--,1619482576014.1,0.4631,0.4187,--,--,61.5266,158.8331,6771160000,0.854,--,0.8556,5.9118,5.91,0.856,1.5269,0.8508,1.3265,--,--,--,--,--,--,--,--,--,0.9944,0.0043,--,751.0439,--,2.8933,0.0099,124.5571,--,--,3356.2896,0.6096,0.0042,97.1067,--,3456.2896,--,--,53.7936,123291531119.71,--,--,1327197329.99,--,--,2.316
41,--,--,--,--,--,--,--,--,--,--,--,--,2009-9-30,600000,浦发银行,--,-2095623386.63,--,--,--,-15.4186,0,4.5385,70.9358,20.8036,15.82,--,0,1.297,65.8677,--,0.3959,--,--,--,--,1587382922414,0.7105,0.6483,--,--,42.308,128.0847,0,1.296,--,1.1654,7.375,8.195,1.297,1.768,4.6198,2.7549,--,--,--,--,--,--,--,--,--,3.9641,0.0268,--,1036.1328,--,4.1025,0.0017,153.4265,--,--,2337.5633,0.8535,0.0257,95.8975,0,2437.5633,--,--,51.5729,128649309830.77,--,--,1342609729.99,0,2437.5633,2.4273
42,--,--,--,--,--,--,--,--,--,--,--,--,2010-12-31,600000,浦发银行,--,-3395393945.14,--,--,--,-13.4307,0,45.1259,81.0611,18.7054,15.59,--,23.27,1.6,65.6957,--,0.3392,--,--,--,--,2191410773622.2,1.0057,0.8752,--,--,35.0457,127.1962,18993406000,1.588,--,1.3366,8.5916,8.57,1.6,1.7603,-0.3838,4.0867,--,--,--,--,--,--,--,--,--,-0.2871,-0.0027,--,1658.5167,--,5.6256,0.0006,160.7097,--,--,1677.5904,1.0523,-0.0025,94.3744,--,1777.5904,--,--,50.2891,143556635609.56,--,--,1436473888.52,--,--,0.914
43,--,--,--,--,--,--,--,--,--,--,--,--,2010-3-31,600000,浦发银行,--,-757034355.71,--,--,--,-14.0997,0,38.6553,60.6759,10.4847,5.69,--,--,0.465,66.6144,--,0.4179,--,--,--,--,1661556636276.2,0.25,0.247,--,--,10.76,118.9064,--,0.465,--,0.4649,8.1927,8.18,0.465,2.4147,-8.4283,2.771,--,--,--,--,--,--,--,--,--,-18.1304,-0.0468,--,1041.848,--,4.3538,0.003,85.8978,--,--,2196.8189,0.4565,-0.0448,95.6462,0,2296.8189,--,--,50.096,133737685946.37,--,--,1388350075.31,0,2296.8189,-0.0886
44,--,--,--,--,--,--,--,--,--,--,--,--,2010-6-30,600000,浦发银行,--,-1566795303.18,--,--,--,-13.2456,0,33.9343,62.3432,16.7443,11.97,--,12.51,0.791,65.2378,--,0.385,--,--,--,--,1781261375393.5,0.5336,0.5099,--,--,9.9895,125.758,8950699000,0.78,--,0.7912,6.6266,6.611,0.791,1.4879,-2.4233,2.1336,--,--,--,--,--,--,--,--,--,-3.0627,-0.0163,--,1109.1586,--,4.2704,0.0076,110.9583,--,0,2241.6792,0.7151,-0.0156,95.7296,0,2341.6792,--,--,51.3619,138627885653.16,--,--,1406580036.64,0,2341.6792,2.961
45,--,--,--,--,--,--,--,--,--,--,--,--,2010-9-30,600000,浦发银行,--,-2475611508,--,--,--,-12.8097,0,44.2596,25.6375,22.7909,18.18,--,--,1.293,64.5573,0,0.3505,--,--,--,0,1975718391265.6,0.8251,0.7514,--,0,24.4639,133.6611,--,1.278,20.1079,1.2933,7.1275,7.109,1.293,1.9894,-1.7582,2.1303,--,--,--,--,--,--,--,--,--,-1.3595,-0.0107,--,1181.5805,0,4.1411,0.0045,162.443,--,--,2314.7939,0.9438,-0.0102,95.8589,0,2414.7939,--,--,53.419,138145777395.6,--,0,1423541253.26,0,2414.7939,2.2456
46,--,--,--,--,--,--,--,--,--,--,--,--,2011-12-31,600000,浦发银行,--,-4898888000,--,--,--,-13.669,0,42.6336,21.3035,21.2023,18.33,--,20.07,1.463,65.1568,--,0.3031,--,--,--,--,2684693689000,1.122,1.0189,--,--,22.5098,146.5671,27051004000,1.45,--,1.4665,8.0169,7.982,1.463,1.6184,10.6498,3.1921,--,--,--,--,--,--,--,--,--,7.2621,0.0784,--,1837.796,--,5.5702,0.0004,169.9763,--,--,1695.268,1.181,0.074,94.4298,--,1795.268,--,--,52.6473,158535453000,--,--,1856861000,--,--,0.7728
47,--,--,--,--,--,--,--,--,--,--,--,--,2011-3-31,600000,浦发银行,--,-1072363389.43,--,--,--,-13.61,0,47.971,78.8928,7.7586,4.69,--,--,0.422,64.7549,--,0.321,--,--,--,--,2270136011396.5,0.2723,0.2676,--,--,36.6271,124.4912,--,0.422,--,0.4233,9.0191,8.995,0.422,2.1826,2.7947,4.0875,--,--,--,--,--,--,--,--,--,6.6021,0.0187,--,1775.7158,--,5.7007,0.002,69.9759,--,--,1654.1658,0.4423,0.0177,94.2993,0,1754.1658,--,--,51.8253,143419079025.77,--,--,1457911888.52,0,1754.1658,0.3075
48,--,--,--,--,--,--,--,--,--,--,--,--,2011-6-30,600000,浦发银行,--,-2262433000,--,--,--,-13.3571,0,42.1477,75.6869,12.7603,9.67,--,9.96,0.69,63.5394,--,0.294,--,--,--,--,2455239994000,0.5557,0.5258,--,--,37.8372,132.1633,12783971000,0.685,--,0.6921,7.1644,7.142,0.69,0.9919,0.5228,3.1247,--,--,--,--,--,--,--,--,--,0.7553,0.0042,--,1851.336,--,5.4431,0.007,91.4196,--,--,1737.1914,0.6946,0.004,94.5569,--,1837.1914,--,--,53.1565,140544221000,--,--,1488323000,--,--,0.3936
49,--,--,--,--,--,--,--,--,--,--,--,--,2011-9-30,600000,浦发银行,--,-3552001946.49,--,--,--,-13.5381,0,34.518,71.123,14.2632,14.27,--,--,1.067,--,--,--,--,--,--,--,2521417295355.3,0.8475,0.792,--,--,27.6203,138.9125,--,1.061,--,1.0706,7.5057,7.482,1.067,1.3688,2.1807,3.0877,--,--,--,--,--,--,--,--,--,2.037,0.0171,--,--,--,5.5528,0.0059,107.0562,--,--,1700.9071,0.792,0.0161,94.4472,--,1800.9071,--,--,53.1907,149944001201.46,--,--,1872548853.53,--,--,1.587
50,--,--,--,--,--,--,--,--,--,--,--,--,2012-12-31,600000,浦发银行,--,-6258000000,--,--,--,-13.9831,0,25.4281,20.1389,21.9421,19.26,--,20.95,1.833,63.2136,--,0.2791,--,--,--,--,3145707000000,1.177,1.0907,--,--,17.1719,148.8228,33748000000,1.809,--,1.8394,9.6314,9.516,1.833,2.6261,4.963,3.193,--,--,--,--,--,--,--,--,--,2.6982,0.0312,--,2045.997,--,5.7112,0.0003,211.3333,--,--,1650.932,1.2532,0.0294,94.2888,--,1750.932,--,--,--,159286000000,--,--,2464000000,--,--,0.9184
51,--,--,--,--,--,--,--,--,--,--,--,--,2012-3-31,600000,浦发银行,--,-1512547000,--,--,--,-14.6598,0,30.5907,21.8928,5.0284,5.03,--,5.16,0.423,--,--,--,--,--,--,--,2804646567000,0.289,0.2828,--,--,23.5453,130.7993,0,0.423,--,0.4252,8.4567,8.42,0.423,2.0416,4.1206,3.2066,--,--,--,--,--,--,--,--,--,9.6901,0.029,--,--,--,5.6245,0.0015,42.5232,--,0,1677.9468,0.2828,0.0274,94.3755,--,1777.9468,--,--,51.7655,171066908000,--,--,2029103000,--,--,0.0922
52,46908000,--,--,--,--,--,421783000,--,--,--,--,--,2012-6-30,600000,浦发银行,--,-3051302000,--,--,--,-13.5329,0,33.7323,22.6386,13.4412,10.61,--,10.86,0.922,62.2683,--,0.2589,--,--,--,--,3036432422000,0.6036,0.5686,--,--,23.6715,154.8638,17021130000,0.912,--,0.9256,8.7863,8.686,0.922,1.7151,1.1252,3.2748,--,--,--,--,--,--,--,--,--,1.2157,0.0073,--,2084.7528,--,5.3976,0.0014,118.0989,--,--,1752.6657,0.7255,0.0069,94.6024,--,1852.6657,--,--,56.2622,164759891000,--,--,1941541000,--,--,0.703
53,--,--,--,--,--,--,--,--,--,--,--,--,2012-9-30,600000,浦发银行,--,-4603982000,--,--,--,-13.4588,0,31.3985,22.559,15.292,15.4,--,16.31,1.401,--,--,--,--,--,--,--,3142184607000,0.9006,0.8351,--,--,24.6198,157.7255,--,1.386,--,1.4067,9.199,9.097,1.401,2.194,1.703,3.2067,--,--,--,--,--,--,--,--,--,1.2106,0.0107,--,--,--,5.4609,0.0009,140.6702,--,--,1731.1889,0.8351,0.0101,94.5391,--,1831.1889,--,--,55.9773,162940179000,--,--,2453249000,--,--,-0.0229
54,--,--,--,--,--,--,--,--,--,--,--,--,2013-12-31,600000,浦发银行,--,-6813000000,--,--,--,-12.652,0,20.0781,15.3446,22.7422,20.02,--,21.53,2.194,59.9514,--,0.2411,--,--,--,--,3680125000000,1.2072,1.1195,--,--,16.9888,164.9634,40397000000,2.166,--,2.2087,11.1093,10.957,2.194,3.3794,16.5334,2.9901,--,--,--,--,--,--,--,--,--,7.4856,0.0888,--,2335.2152,--,5.631,0.0003,252.65,--,--,1675.8907,1.2806,0.0838,94.369,--,1775.8907,--,--,--,146253000000,--,--,2268000000,--,--,2.1282
55,--,--,--,--,--,--,--,--,--,--,--,--,2013-3-31,600000,浦发银行,--,-1529000000,--,--,--,-13.1222,0,12.846,19.862,4.734,4.76,--,4.89,0.477,--,--,--,--,--,--,--,3407917000000,0.2732,0.2627,--,--,21.5097,142.2711,--,0.475,--,0.4799,10.1363,10.017,0.477,3.1034,5.3836,3.217,--,--,--,--,--,--,--,--,--,11.2191,0.0312,--,--,--,5.5482,0.0013,47.9857,--,--,1702.3868,0.2627,0.0295,94.4518,--,1802.3868,--,--,52.9145,155168000000,--,--,2503000000,--,--,1.9911
56,300000000,--,--,--,--,--,207000000,--,--,--,--,--,2013-6-30,600000,浦发银行,--,-3212000000,--,--,--,-12.6312,0,12.9519,15.3334,13.2664,10.38,--,10.45,1.039,60.6285,--,0.2475,--,--,--,--,3468442000000,0.5897,0.5623,--,--,14.2275,156.65,19263000000,1.033,--,1.0455,10.1336,10.009,1.039,2.2248,13.4756,3.1973,--,--,--,--,--,--,--,--,--,12.8893,0.0766,--,2201.8171,--,5.4499,0.0025,134.4361,--,--,1734.9021,0.723,0.0725,94.5501,--,1834.9021,--,--,54.5746,153100000000,--,--,2545000000,--,--,2.3988
57,--,--,--,--,--,--,--,--,--,--,--,--,2013-9-30,600000,浦发银行,--,-4967000000,--,--,--,-12.6696,0,14.3527,15.6233,15.1239,15.23,--,15.93,1.599,--,--,--,--,--,--,--,3593943000000,0.8904,0.8349,--,--,14.3772,160.4551,29562000000,1.585,--,1.6086,10.6361,10.493,1.599,2.7841,14.6049,3.1218,--,--,--,--,--,--,--,--,--,9.0793,0.0802,--,--,--,5.5204,0.0004,160.8601,--,--,1711.4541,0.8349,0.0758,94.4796,--,1811.4541,--,--,53.955,149273000000,--,--,2536000000,--,--,1.4514
58,--,--,--,--,--,--,--,--,--,--,--,--,2014-12-31,600000,浦发银行,--,-8147000000,--,--,--,-13.134,0,14.9515,27.0515,20.5682,19.18,--,21.02,2.521,60.8134,--,0.2512,--,--,--,--,4195924000000,1.2026,1.1287,--,--,14.0158,169.3791,46650000000,2.501,--,2.5389,14.1145,13.146,2.521,4.1899,10.2479,3.2508,--,--,--,--,--,--,--,--,--,4.0363,0.0486,--,2497.4862,--,6.2748,0.0003,290.3106,--,--,1493.6814,1.2906,0.0456,93.7252,--,1593.6814,--,--,--,121698000000,--,--,1475000000,--,--,0.0274
59,--,--,--,--,--,--,--,--,--,--,--,--,2014-3-31,600000,浦发银行,--,-1909000000,--,--,--,-13.5688,0,20.7463,16.1621,4.9208,4.94,--,5.09,0.574,--,--,--,--,--,--,--,3740500000000,0.2913,0.2889,--,--,9.7591,157.3186,10607000000,0.569,--,0.5794,11.7746,11.617,0.574,3.9535,-4.2646,3.0766,--,--,--,--,--,--,--,--,--,-7.3602,-0.0226,--,--,--,5.8719,0.0011,57.941,--,--,1603.0373,0.2889,-0.0213,94.1281,--,1703.0373,--,--,50.7463,145755000000,--,--,2492000000,--,--,-2.0186
60,--,--,--,--,--,--,--,--,--,--,--,--,2014-6-30,600000,浦发银行,--,-3953000000,--,--,--,-13.2522,0,17.2546,17.0839,13.2365,10.38,--,10.52,1.215,57.4952,--,0.2212,--,--,--,--,3930217000000,0.6009,0.5818,--,--,13.3136,171.5296,22462000000,1.204,--,1.2259,11.8648,11.704,1.215,2.892,-1.6289,3.1826,--,--,--,--,--,--,--,--,--,-1.3287,-0.0082,--,2545.3594,--,5.6312,0.0007,157.0485,--,--,1675.8155,0.7454,-0.0077,94.3688,--,1775.8155,--,--,50.3989,138731000000,--,--,2545000000,--,--,-1.8505
61,--,--,--,--,--,--,--,--,--,--,--,--,2014-9-30,600000,浦发银行,--,-6060000000,--,--,--,-13.2144,0,17.1999,18.1945,14.9967,15.04,--,15.92,1.866,--,--,--,--,--,--,--,3956642000000,0.921,0.8888,--,--,10.092,171.5959,34542000000,1.852,--,1.8853,12.5713,12.402,1.866,3.5429,2.6842,3.2508,--,--,--,--,--,--,--,--,--,1.4237,0.0135,--,--,--,5.9267,0.0003,188.5279,--,--,1587.2746,0.8888,0.0127,94.0733,--,1687.2746,--,--,50.944,135389000000,--,--,1519000000,--,--,-0.2508
62,--,--,--,--,--,--,--,--,--,--,--,--,2015-12-31,600000,浦发银行,--,-8976000000,--,--,--,-13.4217,0,7.6795,21.0096,18.4548,17.42,--,18.82,2.665,70.9627,--,0.3779,--,--,--,--,5044352000000,1.1038,1.011,--,--,20.2203,163.0749,49561000000,2.609,--,2.7339,17.0799,15.292,2.665,4.8608,19.2361,3.2508,--,--,--,--,--,--,--,--,--,7.0361,0.0759,--,1671.3881,--,6.316,0.0002,315.2067,--,--,1483.2869,1.1656,0.0711,93.684,--,1583.2869,--,--,--,239703000000,--,--,1599000000,--,--,1.9005
63,--,--,--,--,--,--,--,--,--,--,--,--,2015-3-31,600000,浦发银行,--,-2274000000,--,--,--,-15.3711,0,4.6355,31.4551,3.9169,4.38,--,4.47,0.6,--,--,--,--,--,--,--,4255333000000,0.2676,0.2658,--,--,13.7637,168.9198,11071000000,0.594,--,0.6063,15.4783,13.701,0.6,4.7875,-4.3632,3.2508,--,--,--,--,--,--,--,--,--,-7.1968,-0.0205,--,--,--,6.785,0.0011,60.6268,--,--,1373.8411,0.2658,-0.0191,93.215,--,1473.8411,--,--,44.5152,137122000000,--,--,1491000000,--,--,5.6712
64,--,--,--,--,--,--,--,--,--,--,--,--,2015-6-30,600000,浦发银行,--,-4493000000,--,--,--,-14.2517,0,5.5058,30.5789,10.8752,9.35,--,9.37,1.281,67.3886,--,0.3278,--,--,--,--,4603740000000,0.5483,0.5241,--,--,17.137,167.8254,23466000000,1.258,--,1.2934,15.4929,13.712,1.281,3.478,11.2951,3.2508,--,--,--,--,--,--,--,--,--,8.733,0.0488,--,1915.0222,--,6.2774,0.0005,168.4887,--,--,1493.0117,0.6827,0.0458,93.7226,--,1593.0117,--,--,44.1451,144644000000,--,--,1560000000,--,--,3.1847
65,--,--,--,--,--,--,--,--,--,--,--,--,2015-9-30,600000,浦发银行,--,-6701000000,--,--,--,-13.6783,0,6.563,29.476,12.3427,13.75,--,14.37,1.992,--,--,--,--,--,--,--,4822629000000,0.8311,0.7771,--,--,21.8869,170.0451,36402000000,1.952,--,2.009,16.2769,14.493,1.992,4.1883,15.7956,3.2508,--,--,--,--,--,--,--,--,--,7.8624,0.0652,--,--,--,6.2957,0.0003,200.9009,--,--,1488.3766,0.7771,0.0611,93.7043,--,1588.3766,--,--,44.5182,221570000000,--,--,1602000000,--,--,2.3005
66,--,--,--,--,--,--,--,--,--,--,--,--,2016-12-31,600000,浦发银行,--,-4444000000,--,--,--,-6.3508,0,5.2572,17.054,16.8713,15.2,--,16.35,2.404,70.0415,--,0.3689,--,--,--,--,5857263000000,0.9848,0.9164,--,--,16.1153,167.8782,51687000000,2.338,--,2.483,17.2509,15.636,2.404,4.5016,-8.881,3.4544,--,--,--,--,--,--,--,--,--,-3.5768,-0.035,--,1726.1467,--,6.367,0.0002,291.0454,--,--,1470.5897,1.0742,-0.0328,93.633,--,1570.5897,--,--,--,326950000000,--,--,949000000,--,--,10.5009
67,--,--,--,--,--,--,--,--,--,--,--,--,2016-3-31,600000,浦发银行,--,-2409000000,--,--,--,-13.0562,0,24.1047,20.6516,4.029,4.18,--,4.5,0.696,--,--,--,--,--,--,--,5227980000000,0.2733,0.2685,--,--,22.8571,178.15,13682000000,0.684,--,0.7141,17.725,15.962,0.696,5.2797,-5.1687,3.8998,--,--,--,--,--,--,--,--,--,-7.2376,-0.0208,--,--,--,6.6632,0.0009,71.4141,--,--,1400.7837,0.2685,-0.0194,93.3368,--,1500.7837,--,--,43.6894,255608000000,--,--,1665000000,--,--,10.7691
68,--,--,--,--,--,--,--,--,--,--,--,--,2016-6-30,600000,浦发银行,--,-3550000000,--,--,--,-10.0504,0,12.0783,21.2041,10.156,8.22,--,8.59,1.229,70.8886,--,0.3869,--,--,--,--,5371293000000,0.5192,0.5034,--,--,16.6724,174.1888,26203000000,1.202,--,1.2508,16.2027,14.595,1.229,3.326,-6.2007,3.4544,--,--,--,--,--,--,--,--,--,-4.9574,-0.0267,--,1685.5541,--,6.5212,0.0005,164.5552,--,--,1433.4503,0.6623,-0.025,93.4788,--,1533.4503,--,--,42.8844,291235000000,--,--,1732000000,--,--,10.7384
69,--,--,--,--,--,--,--,--,--,--,--,--,2016-9-30,600000,浦发银行,--,-3898000000,--,--,--,-7.2603,0,9.7745,20.0863,11.2829,12.08,--,12.86,1.873,--,--,--,--,--,--,--,5564282000000,0.7756,0.7393,--,--,15.3786,180.4733,39711000000,1.827,--,1.9029,16.8656,15.26,1.873,3.9685,-6.9291,3.4544,--,--,--,--,--,--,--,--,--,-3.6413,-0.0288,--,--,--,6.5526,0.005,190.2927,--,--,1426.1082,0.7393,-0.0269,93.4474,--,1526.1082,--,--,44.2511,328269000000,--,--,1775000000,--,--,8.1562
70,--,--,--,--,--,--,--,--,--,--,--,--,2017-12-31,600000,浦发银行,--,-1162000000,--,--,--,-2.1226,0,3.058,15.9334,10.0298,10.6,--,11.51,1.45,--,--,--,--,--,--,--,6063837000000,0.7113,0.6992,--,--,8.9779,179.8568,41305000000,1.43,--,1.4444,14.401,13.2,1.45,3.6944,-3.3519,2.7855,--,--,--,--,--,--,--,--,--,-2.3206,-0.0174,--,--,--,6.9708,0.0028,144.4395,--,--,1334.5486,0.6992,-0.0162,93.0292,--,1434.5486,--,--,43.2146,506836000000,--,--,1023000000,--,--,16.835
71,--,--,--,--,--,--,--,--,--,--,--,--,2017-6-30,600000,浦发银行,--,-314000000,--,--,--,-1.6512,0,4.3605,10.5988,3.8017,3.89,--,3.96,0.63,--,--,--,--,--,--,--,5889663000000,0.2494,0.2487,--,--,12.6566,192.968,14006000000,0.61,--,0.6775,17.8215,16.2,0.63,5.1275,-9.2963,3.4544,--,--,--,--,--,--,--,--,--,-13.7209,-0.0365,--,--,--,6.5415,0.0009,67.7528,--,--,1428.7065,0.2487,-0.0341,93.4585,--,1528.7065,--,--,43.4301,330667000000,--,--,981000000,--,--,22.5535
72,--,--,--,--,--,--,--,--,--,--,--,--,2017-9-30,600000,浦发银行,--,-741000000,--,--,--,-2.0163,0,5.4808,11.9617,9.8255,7.66,--,7.85,0.97,69.6038,--,0.3875,--,--,--,--,5915395000000,0.4845,0.4822,--,--,10.1298,183.9666,27618000000,0.95,--,1.0149,13.9545,12.7,0.97,3.3709,-9.11,2.4264,--,--,--,--,--,--,--,--,--,-8.9764,-0.0464,--,1710.7573,--,6.6297,0.0057,137.1097,--,--,1408.3598,0.6514,-0.0433,93.3703,--,1508.3598,--,--,43.1653,385363000000,--,--,996000000,--,--,18.7995
73,--,--,--,--,--,--,--,--,--,--,--,--,1997-12-31,600016,民生银行,23.5373,20772425,2.5557,93.8793,--,9.1748,1062.5872,--,--,12.3582,10.91,--,--,--,91.6813,0.0439,1.3438,--,--,38.206,9.4226,18524256116,0.9175,0.9175,8200.4556,0.0439,--,23.025,--,--,--,0.123,--,1.129,--,--,--,--,0.9187,67.3678,5.3438,--,0.2769,--,--,--,--,--,--,--,625.8913,0.5217,8.4107,0.1151,--,27.8486,--,1088.9672,1.0394,--,91.5893,--,212.743,0.9187,20.9105,6.1207,2495149385,--,--,--,--,--,90.8252
74,--,--,--,--,--,--,--,--,--,--,--,--,1998-12-31,600016,民生银行,31.3407,-84132106,-7.347,101.8165,40.8897,-34.8244,1414.0408,16.5757,3.9728,16.0831,12.23,--,--,--,88.477,3.1456,1.89,--,--,31.6445,11.3764,25352145663,0.9031,0.7815,6896.5517,0.0522,36.8592,15.2122,--,--,5.9514,0.144,--,1.174,--,--,--,--,0.7837,5209.8408,0.0691,--,2.2072,--,--,--,--,--,--,--,338.0747,0.7207,6.3896,0.0328,--,20.941,--,1465.0354,1.0276,--,93.6104,--,456.786,0.7837,17.3019,-1.8165,--,--,--,5033240189,--,--,134.8244
75,--,--,--,--,--,--,--,--,--,--,--,--,1999-12-31,600016,民生银行,39.2951,-146436698,-11.8737,105.0016,7.7001,-49.3372,2162.1335,18.472,-5.3814,22.8469,15.31,--,--,--,81.6834,2.4814,1.4069,--,--,86.5634,4.1588,36596251512,0.7578,0.6414,9045.2261,0.0398,44.3517,15.9202,--,--,7.3832,0.1701,--,1.11,--,--,--,--,0.8144,6557.377,0.0549,--,2.2923,10.2533,--,--,--,14.4762,0.0969,2.7552,297.6837,0.7824,4.1882,--,--,24.0162,--,2287.6428,0.9569,0.0928,95.8118,--,626.8258,0.8144,19.0324,20.2809,--,--,--,6048425733,--,--,149.3372
76,--,--,--,--,--,--,--,--,--,--,--,--,2000-12-31,600016,民生银行,26.4842,528479798,19.5003,75.3037,119.7461,94.5073,938.9728,82.838,291.1789,10.2695,7.16,--,25.36,--,80.2365,4.2601,1.1129,--,--,--,--,68058215134,0.8202,0.6306,6949.8069,0.0518,85.9705,19.2867,--,0.3,--,0.248,3.4652,3.47,--,0.2108,1.0519,2.169,0.9457,5325.4438,0.0676,--,2.5821,3.2329,--,--,--,4.2409,0.0293,0.6716,791.591,0.72,8.8097,--,35.5864,19.5003,3.33,1035.11,0.9047,0.0267,91.1903,--,247.1565,0.9457,15.8358,17.664,7676277030,--,--,--,--,--,95.1954
77,--,--,--,--,--,--,--,--,--,--,--,--,2000-9-30,600016,民生银行,30.8309,25869140,3.1046,90.2756,--,10.4413,2502.7049,--,--,20.4218,11.84,--,--,--,77.7141,1.6098,1.0704,--,--,87.4466,2.0584,48610443224,0.4831,0.4234,9183.6735,0.0196,--,23.2797,--,--,--,0.149,--,1.26,--,--,--,--,0.8452,6896.5517,0.0261,--,1.3877,-1.9595,--,--,--,-4.1423,-0.0182,-1.0232,334.117,0.5094,3.5765,--,--,29.8089,--,2696.0119,0.7304,-0.0175,96.4235,--,680.7327,0.8452,24.702,24.0299,--,--,--,--,--,--,89.5587
